view,frame_zero_based,time_ms,draw_index,id,asset,parent,file,position_x,position_y,angle_degrees,scale_x,scale_y,pivot_x,pivot_y,native_width,native_height
front,0,0,26,wrist_joint_near,wrist,elbow_near,workspace/plain-walk-v13/parts/front/wrist.png,115.387127381594,167.4730267566955,0,1,1,2.5,2.5,5,5
front,0,0,27,hand_near,hand,wrist_near,workspace/plain-walk-v13/parts/front/hand.png,115.387127381594,167.4730267566955,-0.13999999999999968,-1,0.838670567945424,4,2,8,9
front,0,0,28,head,head,neck,workspace/plain-walk-v13/parts/front/head.png,95.3,124,0,1,1,34,62,68,65
front,1,120,0,shoulder_joint_far,shoulder,thorax,workspace/plain-walk-v13/parts/front/shoulder.png,82.68198708178647,140.06904691816538,0,1,1,3.5,3.5,7,7
front,1,120,1,upper_arm_far,upper_arm,shoulder_far,workspace/plain-walk-v13/parts/front/upper_arm.png,82.68198708178647,140.06904691816538,10.35774710466724,1,1.0112596926816457,4.5,3,9,28
front,1,120,2,elbow_joint_far,elbow,shoulder_far,workspace/plain-walk-v13/parts/front/elbow.png,78.68198708178647,161.95421871014835,0,1,1,3,3,6,6
front,1,120,3,forearm_far,forearm,elbow_far,workspace/plain-walk-v13/parts/front/forearm.png,78.68198708178647,161.95421871014835,9.583947665780729,1,1.0107055665386961,3.5,3,7,23
front,1,120,4,wrist_joint_far,wrist,elbow_far,workspace/plain-walk-v13/parts/front/wrist.png,75.82131388317816,178.8963994539576,0,1,1,2.5,2.5,5,5
front,1,120,5,hand_far,hand,wrist_far,workspace/plain-walk-v13/parts/front/hand.png,75.82131388317816,178.8963994539576,-2.2,1,0.9902680687415704,4,2,8,9
front,1,120,6,waist_joint,waist,root,workspace/plain-walk-v13/parts/front/waist.png,95.3,161.5,0,1,1,9,5,18,10
front,1,120,7,lower_body,lower_body,root,workspace/plain-walk-v13/parts/front/lower_body.png,95.3,161.5,0.5,1,1,15,-2,30,26
front,1,120,8,hip_joint_near,hip,root,workspace/plain-walk-v13/parts/front/hip.png,103.8,181,0,1,1,4,4,8,8
front,1,120,9,shin_near,shin,knee_near,workspace/plain-walk-v13/parts/front/shin.png,104.14999999999999,203.7452062857944,1.661626613663435,1,0.560406852544703,5,3,10,34
front,1,120,10,knee_joint_near,knee,hip_near,workspace/plain-walk-v13/parts/front/knee.png,104.14999999999999,203.7452062857944,0,1,0.62,4,4,8,8
front,1,120,11,thigh_near,thigh,hip_near,workspace/plain-walk-v13/parts/front/thigh.png,103.8,181,-0.8815897294365186,1,0.8749191923661428,7,3,14,32
front,1,120,12,ankle_joint_near,ankle,knee_near,workspace/plain-walk-v13/parts/front/ankle.png,103.695,219.43,0,1,1,3,3,6,6
front,1,120,13,foot_near,foot_toe,ankle_near,workspace/plain-walk-v13/parts/front/foot_toe.png,103.695,219.43,-0.35,0.87,0.87,5,2,10,13
front,1,120,14,hip_joint_far,hip,root,workspace/plain-walk-v13/parts/front/hip.png,86.8,181,0,1,1,4,4,8,8
front,1,120,15,thigh_far,thigh,hip_far,workspace/plain-walk-v13/parts/front/thigh.png,86.8,181,0.954744952931794,1,0.8078859515461511,7,3,14,32
front,1,120,16,knee_joint_far,knee,hip_far,workspace/plain-walk-v13/parts/front/knee.png,86.45,202.00211857020633,0,1,0.7862946814891674,4,4,8,8
front,1,120,17,shin_far,shin,knee_far,workspace/plain-walk-v13/parts/front/shin.png,86.45,202.00211857020633,-0.5345845847368509,1,0.9378222998240788,5,3,10,34
front,1,120,18,ankle_joint_far,ankle,knee_far,workspace/plain-walk-v13/parts/front/ankle.png,86.695,228.26,0,1,1,3,3,6,6
front,1,120,19,foot_far,foot,ankle_far,workspace/plain-walk-v13/parts/front/foot.png,86.695,228.26,-0.35,0.98,0.98,6,2,12,15
front,1,120,20,neck,neck,cervical,workspace/plain-walk-v13/parts/front/neck.png,95.3,129.5,-0.315,1,1,4.5,5,9,10
front,1,120,21,upper_body,upper_body,waist,workspace/plain-walk-v13/parts/front/upper_body.png,95.3,161.5,-0.315,1,1,17,32,34,34
front,1,120,22,shoulder_joint_near,shoulder,thorax,workspace/plain-walk-v13/parts/front/shoulder.png,107.68160926194466,139.93160293196257,0,1,1,3.5,3.5,7,7
front,1,120,23,upper_arm_near,upper_arm,shoulder_near,workspace/plain-walk-v13/parts/front/upper_arm.png,107.68160926194466,139.93160293196257,-11.18564219213003,-1,0.9801334790897589,4.5,3,9,28
front,1,120,24,elbow_joint_near,elbow,shoulder_near,workspace/plain-walk-v13/parts/front/elbow.png,111.86457154986428,161.08492557226705,0,1,1,3,3,6,6
front,1,120,25,forearm_near,forearm,elbow_near,workspace/plain-walk-v13/parts/front/forearm.png,111.86457154986428,161.08492557226705,-21.253087427181693,-1,0.5612343755783663,3.5,3,7,23
front,1,120,26,wrist_joint_near,wrist,elbow_near,workspace/plain-walk-v13/parts/front/wrist.png,115.32306637552743,169.97701174888914,0,1,1,2.5,2.5,5,5
front,1,120,27,hand_near,hand,wrist_near,workspace/plain-walk-v13/parts/front/hand.png,115.32306637552743,169.97701174888914,0.2200000000000002,-1,0.838670567945424,4,2,8,9
front,1,120,28,head,head,neck,workspace/plain-walk-v13/parts/front/head.png,95.3,125.5,0,1,1,34,62,68,65
front,2,240,0,waist_joint,waist,root,workspace/plain-walk-v13/parts/front/waist.png,96,160,0,1,1,9,5,18,10
front,2,240,1,lower_body,lower_body,root,workspace/plain-walk-v13/parts/front/lower_body.png,96,160,0.8,1,1,15,-2,30,26
front,2,240,2,hip_joint_far,hip,root,workspace/plain-walk-v13/parts/front/hip.png,87.5,179.5,0,1,1,4,4,8,8
front,2,240,3,shin_far,shin,knee_far,workspace/plain-walk-v13/parts/front/shin.png,87.15,201.88197466046907,-0.8390688750480689,1,0.853592434834812,5,3,10,34
front,2,240,4,knee_joint_far,knee,hip_far,workspace/plain-walk-v13/parts/front/knee.png,87.15,201.88197466046907,0,1,0.9165501776911714,4,4,8,8
front,2,240,5,thigh_far,thigh,hip_far,workspace/plain-walk-v13/parts/front/thigh.png,87.5,179.5,0.8958945215524488,1,0.8609504257816868,7,3,14,32
front,2,240,6,ankle_joint_far,ankle,knee_far,workspace/plain-walk-v13/parts/front/ankle.png,87.5,225.78,0,1,1,3,3,6,6
front,2,240,7,foot_far,foot,ankle_far,workspace/plain-walk-v13/parts/front/foot.png,87.5,225.78,0,0.94,0.94,6,2,12,15
front,2,240,8,hip_joint_near,hip,root,workspace/plain-walk-v13/parts/front/hip.png,104.5,179.5,0,1,1,4,4,8,8
front,2,240,9,thigh_near,thigh,hip_near,workspace/plain-walk-v13/parts/front/thigh.png,104.5,179.5,-1.1837147442128,1,0.6516301444851653,7,3,14,32
front,2,240,10,knee_joint_near,knee,hip_near,workspace/plain-walk-v13/parts/front/knee.png,104.85,196.43876817706612,0,1,0.62,4,4,8,8
front,2,240,11,shin_near,shin,knee_near,workspace/plain-walk-v13/parts/front/shin.png,104.85,196.43876817706612,0.793167118619242,1,0.9029876590259802,5,3,10,34
front,2,240,12,ankle_joint_near,ankle,knee_near,workspace/plain-walk-v13/parts/front/ankle.png,104.5,221.72,0,1,1,3,3,6,6
front,2,240,13,foot_near,foot_heel,ankle_near,workspace/plain-walk-v13/parts/front/foot_heel.png,104.5,221.72,0,0.94,0.94,6,2,12,14
front,2,240,14,neck,neck,cervical,workspace/plain-walk-v13/parts/front/neck.png,96,128,0,1,1,4.5,5,9,10
front,2,240,15,upper_body,upper_body,waist,workspace/plain-walk-v13/parts/front/upper_body.png,96,160,0,1,1,17,32,34,34
front,2,240,16,shoulder_joint_far,shoulder,thorax,workspace/plain-walk-v13/parts/front/shoulder.png,83.5,138.5,0,1,1,3.5,3.5,7,7
front,2,240,17,upper_arm_far,upper_arm,shoulder_far,workspace/plain-walk-v13/parts/front/upper_arm.png,83.5,138.5,10.276522837234163,1,1.0191656420425677,4.5,3,9,28
front,2,240,18,elbow_joint_far,elbow,shoulder_far,workspace/plain-walk-v13/parts/front/elbow.png,79.5,160.5619610475882,0,1,1,3,3,6,6
front,2,240,19,forearm_far,forearm,elbow_far,workspace/plain-walk-v13/parts/front/forearm.png,79.5,160.5619610475882,11.17700511103448,1,0.9509516921006106,3.5,3,7,23
front,2,240,20,wrist_joint_far,wrist,elbow_far,workspace/plain-walk-v13/parts/front/wrist.png,76.36633752199704,176.4215163805369,0,1,1,2.5,2.5,5,5
front,2,240,21,hand_far,hand,wrist_far,workspace/plain-walk-v13/parts/front/hand.png,76.36633752199704,176.4215163805369,-1.48,1,0.9986295347545738,4,2,8,9
front,2,240,22,shoulder_joint_near,shoulder,thorax,workspace/plain-walk-v13/parts/front/shoulder.png,108.5,138.5,0,1,1,3.5,3.5,7,7
front,2,240,23,upper_arm_near,upper_arm,shoulder_near,workspace/plain-walk-v13/parts/front/upper_arm.png,108.5,138.5,-10.416909228580609,-1,1.0132999216974006,4.5,3,9,28
front,2,240,24,elbow_joint_near,elbow,shoulder_near,workspace/plain-walk-v13/parts/front/elbow.png,112.5307115570982,160.4251750802237,0,1,1,3,3,6,6
front,2,240,25,forearm_near,forearm,elbow_near,workspace/plain-walk-v13/parts/front/forearm.png,112.5307115570982,160.4251750802237,-14.01843322851677,-1,0.8083773602629334,3.5,3,7,23
front,2,240,26,wrist_joint_near,wrist,elbow_near,workspace/plain-walk-v13/parts/front/wrist.png,115.85959239002602,173.7583114649392,0,1,1,2.5,2.5,5,5
front,2,240,27,hand_near,hand,wrist_near,workspace/plain-walk-v13/parts/front/hand.png,115.85959239002602,173.7583114649392,1.3000000000000003,-1,0.9455185755993168,4,2,8,9
front,2,240,28,head,head,neck,workspace/plain-walk-v13/parts/front/head.png,96,124,0,1,1,34,62,68,65
front,3,360,0,hip_joint_far,hip,root,workspace/plain-walk-v13/parts/front/hip.png,88.2,178,0,1,1,4,4,8,8
front,3,360,1,shin_far,shin,knee_far,workspace/plain-walk-v13/parts/front/shin.png,87.85000000000001,202.91352935974567,-1.1242001659087748,1,0.8282476628457264,5,3,10,34
front,3,360,2,knee_joint_far,knee,hip_far,workspace/plain-walk-v13/parts/front/knee.png,87.85000000000001,202.91352935974567,0,1,0.8427267350040312,4,4,8,8
front,3,360,3,thigh_far,thigh,hip_far,workspace/plain-walk-v13/parts/front/thigh.png,88.2,178,0.8048720605678532,1,0.9583072208457024,7,3,14,32
front,3,360,4,ankle_joint_far,ankle,knee_far,workspace/plain-walk-v13/parts/front/ankle.png,88.305,226.1,0,1,1,3,3,6,6
front,3,360,5,foot_far,foot_toe,ankle_far,workspace/plain-walk-v13/parts/front/foot_toe.png,88.305,226.1,0.35,0.9,0.9,5,2,10,13
front,3,360,6,shoulder_joint_near,shoulder,thorax,workspace/plain-walk-v13/parts/front/shoulder.png,109.31801291821353,137.06904691816538,0,1,1,3.5,3.5,7,7
front,3,360,7,upper_arm_near,upper_arm,shoulder_near,workspace/plain-walk-v13/parts/front/upper_arm.png,109.31801291821353,137.06904691816538,-10.317976231133958,-1,1.0151151445585673,4.5,3,9,28
front,3,360,8,elbow_joint_near,elbow,shoulder_near,workspace/plain-walk-v13/parts/front/elbow.png,113.31801291821353,159.04043827712775,0,1,1,3,3,6,6
front,3,360,9,forearm_near,forearm,elbow_near,workspace/plain-walk-v13/parts/front/forearm.png,113.31801291821353,159.04043827712775,-10.366058947283534,-1,0.9774686798236019,3.5,3,7,23
front,3,360,10,wrist_joint_near,wrist,elbow_near,workspace/plain-walk-v13/parts/front/wrist.png,116.30801127744655,175.3861875900903,0,1,1,2.5,2.5,5,5
front,3,360,11,hand_near,hand,wrist_near,workspace/plain-walk-v13/parts/front/hand.png,116.30801127744655,175.3861875900903,2.2,-1,0.9993908270190958,4,2,8,9
front,3,360,12,waist_joint,waist,root,workspace/plain-walk-v13/parts/front/waist.png,96.7,158.5,0,1,1,9,5,18,10
front,3,360,13,lower_body,lower_body,root,workspace/plain-walk-v13/parts/front/lower_body.png,96.7,158.5,0.5,1,1,15,-2,30,26
front,3,360,14,hip_joint_near,hip,root,workspace/plain-walk-v13/parts/front/hip.png,105.2,178,0,1,1,4,4,8,8
front,3,360,15,thigh_near,thigh,hip_near,workspace/plain-walk-v13/parts/front/thigh.png,105.2,178,-0.8936993876296284,1,0.8630649484887313,7,3,14,32
front,3,360,16,knee_joint_near,knee,hip_near,workspace/plain-walk-v13/parts/front/knee.png,105.55,200.43695895591608,0,1,0.9602116088195735,4,4,8,8
front,3,360,17,shin_near,shin,knee_near,workspace/plain-walk-v13/parts/front/shin.png,105.55,200.43695895591608,0.5491144880643839,1,0.9130076812644327,5,3,10,34
front,3,360,18,ankle_joint_near,ankle,knee_near,workspace/plain-walk-v13/parts/front/ankle.png,105.305,226,0,1,1,3,3,6,6
front,3,360,19,foot_near,foot_swing,ankle_near,workspace/plain-walk-v13/parts/front/foot_swing.png,105.305,226,0.35,1,1,6,2,12,14
front,3,360,20,neck,neck,cervical,workspace/plain-walk-v13/parts/front/neck.png,96.7,126.5,0.315,1,1,4.5,5,9,10
front,3,360,21,upper_body,upper_body,waist,workspace/plain-walk-v13/parts/front/upper_body.png,96.7,158.5,0.315,1,1,17,32,34,34
front,3,360,22,shoulder_joint_far,shoulder,thorax,workspace/plain-walk-v13/parts/front/shoulder.png,84.31839073805534,136.93160293196257,0,1,1,3.5,3.5,7,7
front,3,360,23,upper_arm_far,upper_arm,shoulder_far,workspace/plain-walk-v13/parts/front/upper_arm.png,84.31839073805534,136.93160293196257,10.834170610924529,1,0.996903706470027,4.5,3,9,28
front,3,360,24,elbow_joint_far,elbow,shoulder_far,workspace/plain-walk-v13/parts/front/elbow.png,80.19591840921049,158.47255578658738,0,1,1,3,3,6,6
front,3,360,25,forearm_far,forearm,elbow_far,workspace/plain-walk-v13/parts/front/forearm.png,80.19591840921049,158.47255578658738,14.939824750777268,1,0.7646036408319729,3.5,3,7,23
front,3,360,26,wrist_joint_far,wrist,elbow_far,workspace/plain-walk-v13/parts/front/wrist.png,76.84490887249733,171.0314389914588,0,1,1,2.5,2.5,5,5
front,3,360,27,hand_far,hand,wrist_far,workspace/plain-walk-v13/parts/front/hand.png,76.84490887249733,171.0314389914588,-0.40000000000000036,1,0.9510565162951535,4,2,8,9
front,3,360,28,head,head,neck,workspace/plain-walk-v13/parts/front/head.png,96.7,122.5,0,1,1,34,62,68,65
front,4,480,0,hip_joint_far,hip,root,workspace/plain-walk-v13/parts/front/hip.png,88.2,179.5,0,1,1,4,4,8,8
front,4,480,1,shin_far,shin,knee_far,workspace/plain-walk-v13/parts/front/shin.png,87.85000000000001,203.35812196817852,-1.3202880284815148,1,0.705254308257279,5,3,10,34
front,4,480,2,knee_joint_far,knee,hip_far,workspace/plain-walk-v13/parts/front/knee.png,87.85000000000001,203.35812196817852,0,1,0.838348898411614,4,4,8,8
front,4,480,3,thigh_far,thigh,hip_far,workspace/plain-walk-v13/parts/front/thigh.png,88.2,179.5,0.8404720398956725,1,0.9177188111529093,7,3,14,32
front,4,480,4,ankle_joint_far,ankle,knee_far,workspace/plain-walk-v13/parts/front/ankle.png,88.305,223.1,0,1,1,3,3,6,6
front,4,480,5,foot_far,foot_toe,ankle_far,workspace/plain-walk-v13/parts/front/foot_toe.png,88.305,223.1,0.35,0.9,0.9,5,2,10,13
front,4,480,6,shoulder_joint_near,shoulder,thorax,workspace/plain-walk-v13/parts/front/shoulder.png,109.31801291821353,138.56904691816538,0,1,1,3.5,3.5,7,7
front,4,480,7,upper_arm_near,upper_arm,shoulder_near,workspace/plain-walk-v13/parts/front/upper_arm.png,109.31801291821353,138.56904691816538,-10.475884648512203,-1,0.9999808430909257,4.5,3,9,28
front,4,480,8,elbow_joint_near,elbow,shoulder_near,workspace/plain-walk-v13/parts/front/elbow.png,113.31801291821353,160.20192597504632,0,1,1,3,3,6,6
front,4,480,9,forearm_near,forearm,elbow_near,workspace/plain-walk-v13/parts/front/forearm.png,113.31801291821353,160.20192597504632,-9.312808704359535,-1,1.013356479661546,3.5,3,7,23
front,4,480,10,wrist_joint_near,wrist,elbow_near,workspace/plain-walk-v13/parts/front/wrist.png,116.10577215423444,177.20192597504632,0,1,1,2.5,2.5,5,5
front,4,480,11,hand_near,hand,wrist_near,workspace/plain-walk-v13/parts/front/hand.png,116.10577215423444,177.20192597504632,2.56,-1,0.9902680687415704,4,2,8,9
front,4,480,12,waist_joint,waist,root,workspace/plain-walk-v13/parts/front/waist.png,96.7,160,0,1,1,9,5,18,10
front,4,480,13,lower_body,lower_body,root,workspace/plain-walk-v13/parts/front/lower_body.png,96.7,160,0,1,1,15,-2,30,26
front,4,480,14,hip_joint_near,hip,root,workspace/plain-walk-v13/parts/front/hip.png,105.2,179.5,0,1,1,4,4,8,8
front,4,480,15,thigh_near,thigh,hip_near,workspace/plain-walk-v13/parts/front/thigh.png,105.2,179.5,-0.8639171632348774,1,0.8928154213219786,7,3,14,32
front,4,480,16,knee_joint_near,knee,hip_near,workspace/plain-walk-v13/parts/front/knee.png,105.55,202.71056221955925,0,1,0.9623167300422261,4,4,8,8
front,4,480,17,shin_near,shin,knee_near,workspace/plain-walk-v13/parts/front/shin.png,105.55,202.71056221955925,0.5339429368823652,1,0.9389492633510782,5,3,10,34
front,4,480,18,ankle_joint_near,ankle,knee_near,workspace/plain-walk-v13/parts/front/ankle.png,105.305,229,0,1,1,3,3,6,6
front,4,480,19,foot_near,foot_heel,ankle_near,workspace/plain-walk-v13/parts/front/foot_heel.png,105.305,229,0.35,1,1,6,2,12,14
front,4,480,20,neck,neck,cervical,workspace/plain-walk-v13/parts/front/neck.png,96.7,128,0.315,1,1,4.5,5,9,10
front,4,480,21,upper_body,upper_body,waist,workspace/plain-walk-v13/parts/front/upper_body.png,96.7,160,0.315,1,1,17,32,34,34
front,4,480,22,shoulder_joint_far,shoulder,thorax,workspace/plain-walk-v13/parts/front/shoulder.png,84.31839073805534,138.43160293196257,0,1,1,3.5,3.5,7,7
front,4,480,23,upper_arm_far,upper_arm,shoulder_far,workspace/plain-walk-v13/parts/front/upper_arm.png,84.31839073805534,138.43160293196257,11.603009122321035,1,0.9588041700079665,4.5,3,9,28
front,4,480,24,elbow_joint_far,elbow,shoulder_far,workspace/plain-walk-v13/parts/front/elbow.png,80.07582986493638,159.09423849636767,0,1,1,3,3,6,6
front,4,480,25,forearm_far,forearm,elbow_far,workspace/plain-walk-v13/parts/front/forearm.png,80.07582986493638,159.09423849636767,22.45533150366975,1,0.5333064765528681,3.5,3,7,23
front,4,480,26,wrist_joint_far,wrist,elbow_far,workspace/plain-walk-v13/parts/front/wrist.png,76.612872618406,167.4730267566955,0,1,1,2.5,2.5,5,5
front,4,480,27,hand_far,hand,wrist_far,workspace/plain-walk-v13/parts/front/hand.png,76.612872618406,167.4730267566955,0.13999999999999968,1,0.838670567945424,4,2,8,9
front,4,480,28,head,head,neck,workspace/plain-walk-v13/parts/front/head.png,96.7,124,0,1,1,34,62,68,65
front,5,600,0,shoulder_joint_near,shoulder,thorax,workspace/plain-walk-v13/parts/front/shoulder.png,109.31801291821353,140.06904691816538,0,1,1,3.5,3.5,7,7
front,5,600,1,upper_arm_near,upper_arm,shoulder_near,workspace/plain-walk-v13/parts/front/upper_arm.png,109.31801291821353,140.06904691816538,-10.35774710466724,-1,1.0112596926816457,4.5,3,9,28
front,5,600,2,elbow_joint_near,elbow,shoulder_near,workspace/plain-walk-v13/parts/front/elbow.png,113.31801291821353,161.95421871014835,0,1,1,3,3,6,6
front,5,600,3,forearm_near,forearm,elbow_near,workspace/plain-walk-v13/parts/front/forearm.png,113.31801291821353,161.95421871014835,-9.583947665780729,-1,1.0107055665386961,3.5,3,7,23
front,5,600,4,wrist_joint_near,wrist,elbow_near,workspace/plain-walk-v13/parts/front/wrist.png,116.17868611682184,178.8963994539576,0,1,1,2.5,2.5,5,5
front,5,600,5,hand_near,hand,wrist_near,workspace/plain-walk-v13/parts/front/hand.png,116.17868611682184,178.8963994539576,2.2,-1,0.9902680687415704,4,2,8,9
front,5,600,6,waist_joint,waist,root,workspace/plain-walk-v13/parts/front/waist.png,96.7,161.5,0,1,1,9,5,18,10
front,5,600,7,lower_body,lower_body,root,workspace/plain-walk-v13/parts/front/lower_body.png,96.7,161.5,-0.5,1,1,15,-2,30,26
front,5,600,8,hip_joint_far,hip,root,workspace/plain-walk-v13/parts/front/hip.png,88.2,181,0,1,1,4,4,8,8
front,5,600,9,shin_far,shin,knee_far,workspace/plain-walk-v13/parts/front/shin.png,87.85000000000001,203.7452062857944,-1.661626613663435,1,0.560406852544703,5,3,10,34
front,5,600,10,knee_joint_far,knee,hip_far,workspace/plain-walk-v13/parts/front/knee.png,87.85000000000001,203.7452062857944,0,1,0.62,4,4,8,8
front,5,600,11,thigh_far,thigh,hip_far,workspace/plain-walk-v13/parts/front/thigh.png,88.2,181,0.8815897294365186,1,0.8749191923661428,7,3,14,32
front,5,600,12,ankle_joint_far,ankle,knee_far,workspace/plain-walk-v13/parts/front/ankle.png,88.305,219.43,0,1,1,3,3,6,6
front,5,600,13,foot_far,foot_toe,ankle_far,workspace/plain-walk-v13/parts/front/foot_toe.png,88.305,219.43,0.35,0.87,0.87,5,2,10,13
front,5,600,14,hip_joint_near,hip,root,workspace/plain-walk-v13/parts/front/hip.png,105.2,181,0,1,1,4,4,8,8
front,5,600,15,thigh_near,thigh,hip_near,workspace/plain-walk-v13/parts/front/thigh.png,105.2,181,-0.954744952931794,1,0.8078859515461511,7,3,14,32
front,5,600,16,knee_joint_near,knee,hip_near,workspace/plain-walk-v13/parts/front/knee.png,105.55,202.00211857020633,0,1,0.7862946814891674,4,4,8,8
front,5,600,17,shin_near,shin,knee_near,workspace/plain-walk-v13/parts/front/shin.png,105.55,202.00211857020633,0.5345845847368509,1,0.9378222998240788,5,3,10,34
front,5,600,18,ankle_joint_near,ankle,knee_near,workspace/plain-walk-v13/parts/front/ankle.png,105.305,228.26,0,1,1,3,3,6,6
front,5,600,19,foot_near,foot,ankle_near,workspace/plain-walk-v13/parts/front/foot.png,105.305,228.26,0.35,0.98,0.98,6,2,12,15
front,5,600,20,neck,neck,cervical,workspace/plain-walk-v13/parts/front/neck.png,96.7,129.5,0.315,1,1,4.5,5,9,10
front,5,600,21,upper_body,upper_body,waist,workspace/plain-walk-v13/parts/front/upper_body.png,96.7,161.5,0.315,1,1,17,32,34,34
front,5,600,22,shoulder_joint_far,shoulder,thorax,workspace/plain-walk-v13/parts/front/shoulder.png,84.31839073805534,139.93160293196257,0,1,1,3.5,3.5,7,7
front,5,600,23,upper_arm_far,upper_arm,shoulder_far,workspace/plain-walk-v13/parts/front/upper_arm.png,84.31839073805534,139.93160293196257,11.18564219213003,1,0.9801334790897589,4.5,3,9,28
front,5,600,24,elbow_joint_far,elbow,shoulder_far,workspace/plain-walk-v13/parts/front/elbow.png,80.13542845013572,161.08492557226705,0,1,1,3,3,6,6
front,5,600,25,forearm_far,forearm,elbow_far,workspace/plain-walk-v13/parts/front/forearm.png,80.13542845013572,161.08492557226705,21.253087427181693,1,0.5612343755783663,3.5,3,7,23
front,5,600,26,wrist_joint_far,wrist,elbow_far,workspace/plain-walk-v13/parts/front/wrist.png,76.67693362447257,169.97701174888914,0,1,1,2.5,2.5,5,5
front,5,600,27,hand_far,hand,wrist_far,workspace/plain-walk-v13/parts/front/hand.png,76.67693362447257,169.97701174888914,-0.2200000000000002,1,0.838670567945424,4,2,8,9
front,5,600,28,head,head,neck,workspace/plain-walk-v13/parts/front/head.png,96.7,125.5,0,1,1,34,62,68,65
