view,frame_zero_based,time_ms,joint,parent,position_x,position_y,metadata_json
front,2,240,hand_near,wrist_near,115.70943332275884,180.37523792046838,"{""angle"": -19}"
front,3,360,root,,96.7,178,{}
front,3,360,sacrum,root,96.7,170.5,{}
front,3,360,lumbar,sacrum,96.7,158.5,{}
front,3,360,thorax,lumbar,96.7,141.5,{}
front,3,360,cervical,thorax,96.7,126.5,{}
front,3,360,waist,lumbar,96.7,158.5,{}
front,3,360,neck,cervical,96.7,122.5,{}
front,3,360,head,neck,96.7,122.5,{}
front,3,360,hip_far,root,88.2,178,"{""phase"": 3, ""inside_pelvis"": true, ""thigh_depth"": -0.8876836648214805}"
front,3,360,knee_far,hip_far,87.85000000000001,202.91352935974567,"{""sagittal_position"": [103.11231633517852, 203.98484207593359], ""flex"": 28.309187699274393, ""occluded_by"": ""thigh""}"
front,3,360,ankle_far,knee_far,88.305,226.1,"{""foot_angle"": 0.35, ""foot_pitch"": 8, ""foot_asset"": ""foot_toe"", ""contact"": true, ""sagittal_position"": [89, 228.16835976166024]}"
front,3,360,hip_near,root,105.2,178,"{""phase"": 7, ""inside_pelvis"": true, ""thigh_depth"": 12.128370902415995}"
front,3,360,knee_near,hip_near,105.55,200.43695895591608,"{""sagittal_position"": [116.128370902416, 200.99788292981398], ""flex"": 7.161910412476773, ""occluded_by"": ""shin""}"
front,3,360,ankle_near,knee_near,105.305,226,"{""foot_angle"": 0.35, ""foot_pitch"": -12, ""foot_asset"": ""foot_swing"", ""contact"": false, ""sagittal_position"": [126, 227.2]}"
front,3,360,shoulder_far,thorax,84.31839073805534,136.93160293196257,"{""upper_angle"": -8}"
front,3,360,elbow_far,shoulder_far,80.19591840921049,158.47255578658738,"{""flex"": 30, ""local_rotation"": -30, ""depth"": 3.0618082211214395}"
front,3,360,wrist_far,elbow_far,76.84490887249733,171.0314389914588,"{""local_rotation"": 20, ""depth"": 13.528053301657629}"
front,3,360,hand_far,wrist_far,76.89138588418562,177.68867236948984,"{""angle"": -18}"
front,3,360,shoulder_near,thorax,109.31801291821353,137.06904691816538,"{""upper_angle"": 10}"
front,3,360,elbow_near,shoulder_near,113.31801291821353,159.04043827712775,"{""flex"": 22, ""local_rotation"": -22, ""depth"": -3.820259908672467}"
front,3,360,wrist_near,elbow_near,116.30801127744655,175.3861875900903,"{""local_rotation"": 10, ""depth"": -0.2857611647705589}"
front,3,360,hand_near,wrist_near,116.03946030754656,182.37676693717816,"{""angle"": -2}"
front,4,480,root,,96.7,179.5,{}
front,4,480,sacrum,root,96.7,172,{}
front,4,480,lumbar,sacrum,96.7,160,{}
front,4,480,thorax,lumbar,96.7,143,{}
front,4,480,cervical,thorax,96.7,128,{}
front,4,480,waist,lumbar,96.7,160,{}
front,4,480,neck,cervical,96.7,124,{}
front,4,480,head,neck,96.7,124,{}
front,4,480,hip_far,root,88.2,179.5,"{""phase"": 4, ""inside_pelvis"": true, ""thigh_depth"": -5.508964755137342}"
front,4,480,knee_far,hip_far,87.85000000000001,203.35812196817852,"{""sagittal_position"": [98.49103524486266, 204.90966956350778], ""flex"": 29.09719828590949, ""occluded_by"": ""thigh""}"
front,4,480,ankle_far,knee_far,88.305,223.1,"{""foot_angle"": 0.35, ""foot_pitch"": 20, ""foot_asset"": ""foot_toe"", ""contact"": true, ""sagittal_position"": [80, 225.93540654400974]}"
front,4,480,hip_near,root,105.2,179.5,"{""phase"": 0, ""inside_pelvis"": true, ""thigh_depth"": 11.578807065270496}"
front,4,480,knee_near,hip_near,105.55,202.71056221955925,"{""sagittal_position"": [115.5788070652705, 202.77941637896538], ""flex"": 6.782988592399299, ""occluded_by"": ""shin""}"
front,4,480,ankle_near,knee_near,105.305,229,"{""foot_angle"": 0.35, ""foot_pitch"": -14, ""foot_asset"": ""foot_heel"", ""contact"": true, ""sagittal_position"": [125, 229.1468418066897]}"
front,4,480,shoulder_far,thorax,84.31839073805534,138.43160293196257,"{""upper_angle"": -16}"
front,4,480,elbow_far,shoulder_far,80.07582986493638,159.09423849636767,"{""flex"": 40, ""local_rotation"": -40, ""depth"": 6.064021827973981}"
front,4,480,wrist_far,elbow_far,76.612872618406,167.4730267566955,"{""local_rotation"": 23, ""depth"": 20.157660561409692}"
front,4,480,hand_far,wrist_far,76.59852782118507,173.34370320682882,"{""angle"": -33}"
front,4,480,shoulder_near,thorax,109.31801291821353,138.56904691816538,"{""upper_angle"": 16}"
front,4,480,elbow_near,shoulder_near,113.31801291821353,160.20192597504632,"{""flex"": 16, ""local_rotation"": -16, ""depth"": -6.064021827973981}"
front,4,480,wrist_near,elbow_near,116.10577215423444,177.20192597504632,"{""local_rotation"": 8, ""depth"": -6.064021827973981}"
front,4,480,hand_near,wrist_near,115.79615598087308,184.126884413599,"{""angle"": 8}"
front,5,600,root,,96.7,181,{}
front,5,600,sacrum,root,96.7,173.5,{}
front,5,600,lumbar,sacrum,96.7,161.5,{}
front,5,600,thorax,lumbar,96.7,144.5,{}
front,5,600,cervical,thorax,96.7,129.5,{}
front,5,600,waist,lumbar,96.7,161.5,{}
front,5,600,neck,cervical,96.7,125.5,{}
front,5,600,head,neck,96.7,125.5,{}
front,5,600,hip_far,root,88.2,181,"{""phase"": 5, ""inside_pelvis"": true, ""thigh_depth"": 10.748091892772663}"
front,5,600,knee_far,hip_far,87.85000000000001,203.7452062857944,"{""sagittal_position"": [114.74809189277266, 203.6744275678318], ""flex"": 78.75206665346361, ""occluded_by"": ""thigh""}"
front,5,600,ankle_far,knee_far,88.305,219.43,"{""foot_angle"": 0.35, ""foot_pitch"": 22, ""foot_asset"": ""foot_toe"", ""contact"": false, ""sagittal_position"": [92, 220]}"
front,5,600,hip_near,root,105.2,181,"{""phase"": 1, ""inside_pelvis"": true, ""thigh_depth"": 13.501192497850425}"
front,5,600,knee_near,hip_near,105.55,202.00211857020633,"{""sagittal_position"": [117.50119249785043, 202.2197615004299], ""flex"": 38.466957331949864, ""occluded_by"": ""shin""}"
front,5,600,ankle_near,knee_near,105.305,228.26,"{""foot_angle"": 0.35, ""foot_pitch"": 0, ""foot_asset"": ""foot"", ""contact"": true, ""sagittal_position"": [114, 230]}"
front,5,600,shoulder_far,thorax,84.31839073805534,139.93160293196257,"{""upper_angle"": -12}"
front,5,600,elbow_far,shoulder_far,80.13542845013572,161.08492557226705,"{""flex"": 42, ""local_rotation"": -42, ""depth"": 4.5740571979907045}"
front,5,600,wrist_far,elbow_far,76.67693362447257,169.97701174888914,"{""local_rotation"": 21, ""depth"": 18.32734610236481}"
front,5,600,hand_far,wrist_far,76.69947541571706,175.8476624473215,"{""angle"": -33}"
front,5,600,shoulder_near,thorax,109.31801291821353,140.06904691816538,"{""upper_angle"": 12}"
front,5,600,elbow_near,shoulder_near,113.31801291821353,161.95421871014835,"{""flex"": 14, ""local_rotation"": -14, ""depth"": -4.5740571979907045}"
front,5,600,wrist_near,elbow_near,116.17868611682184,178.8963994539576,"{""local_rotation"": 10, ""depth"": -3.980765754048188}"
front,5,600,hand_near,wrist_near,115.91258656584361,185.8231665627507,"{""angle"": 8}"
front,6,720,root,,96,179.5,{}
front,6,720,sacrum,root,96,172,{}
front,6,720,lumbar,sacrum,96,160,{}
front,6,720,thorax,lumbar,96,143,{}
front,6,720,cervical,thorax,96,128,{}
front,6,720,waist,lumbar,96,160,{}
front,6,720,neck,cervical,96,124,{}
front,6,720,head,neck,96,124,{}
front,6,720,hip_far,root,87.5,179.5,"{""phase"": 6, ""inside_pelvis"": true, ""thigh_depth"": 19.2721812120285}"
front,6,720,knee_far,hip_far,87.15,196.43876817706612,"{""sagittal_position"": [123.2721812120285, 193.95230733544236], ""flex"": 69.35927675915639, ""occluded_by"": ""shin""}"
front,6,720,ankle_far,knee_far,87.5,221.72,"{""foot_angle"": 0, ""foot_pitch"": -6, ""foot_asset"": ""foot_heel"", ""contact"": false, ""sagittal_position"": [113, 220]}"
front,6,720,hip_near,root,104.5,179.5,"{""phase"": 2, ""inside_pelvis"": true, ""thigh_depth"": 2.559442220479596}"
front,6,720,knee_near,hip_near,104.85,201.88197466046907,"{""sagittal_position"": [106.5594422204796, 202.37371746618615], ""flex"": 15.020968015589153, ""occluded_by"": ""thigh""}"
front,6,720,ankle_near,knee_near,104.5,225.78,"{""foot_angle"": 0, ""foot_pitch"": 0, ""foot_asset"": ""foot"", ""contact"": true, ""sagittal_position"": [102, 230]}"
front,6,720,shoulder_far,thorax,83.5,138.5,"{""upper_angle"": -2}"
front,6,720,elbow_far,shoulder_far,79.4692884429018,160.4251750802237,"{""flex"": 32, ""local_rotation"": -32, ""depth"": 0.7677889274550214}"
front,6,720,wrist_far,elbow_far,76.14040760997398,173.7583114649392,"{""local_rotation"": 15, ""depth"": 10.274068286457718}"
front,6,720,hand_far,wrist_far,76.29056667724116,180.37523792046838,"{""angle"": -19}"
front,6,720,shoulder_near,thorax,108.5,138.5,"{""upper_angle"": 3}"
front,6,720,elbow_near,shoulder_near,112.5,160.5619610475882,"{""flex"": 20, ""local_rotation"": -20, ""depth"": -1.1513910373447642}"
front,6,720,wrist_near,elbow_near,115.63366247800296,176.4215163805369,"{""local_rotation"": 14, ""depth"": 3.8189279429417606}"
front,6,720,hand_near,wrist_near,115.4531142492407,183.40959113497487,"{""angle"": -3}"
front,7,840,root,,95.3,178,{}
front,7,840,sacrum,root,95.3,170.5,{}
front,7,840,lumbar,sacrum,95.3,158.5,{}
front,7,840,thorax,lumbar,95.3,141.5,{}
front,7,840,cervical,thorax,95.3,126.5,{}
front,7,840,waist,lumbar,95.3,158.5,{}
front,7,840,neck,cervical,95.3,122.5,{}
front,7,840,head,neck,95.3,122.5,{}
front,7,840,hip_far,root,86.8,178,"{""phase"": 7, ""inside_pelvis"": true, ""thigh_depth"": 12.128370902415995}"
front,7,840,knee_far,hip_far,86.45,200.43695895591608,"{""sagittal_position"": [116.128370902416, 200.99788292981398], ""flex"": 7.161910412476773, ""occluded_by"": ""shin""}"
front,7,840,ankle_far,knee_far,86.695,226,"{""foot_angle"": -0.35, ""foot_pitch"": -12, ""foot_asset"": ""foot_swing"", ""contact"": false, ""sagittal_position"": [126, 227.2]}"
front,7,840,hip_near,root,103.8,178,"{""phase"": 3, ""inside_pelvis"": true, ""thigh_depth"": -0.8876836648214805}"
front,7,840,knee_near,hip_near,104.14999999999999,202.91352935974567,"{""sagittal_position"": [103.11231633517852, 203.98484207593359], ""flex"": 28.309187699274393, ""occluded_by"": ""thigh""}"
front,7,840,ankle_near,knee_near,103.695,226.1,"{""foot_angle"": -0.35, ""foot_pitch"": 8, ""foot_asset"": ""foot_toe"", ""contact"": true, ""sagittal_position"": [89, 228.16835976166024]}"
front,7,840,shoulder_far,thorax,82.68198708178647,137.06904691816538,"{""upper_angle"": 10}"
front,7,840,elbow_far,shoulder_far,78.68198708178647,159.04043827712775,"{""flex"": 22, ""local_rotation"": -22, ""depth"": -3.820259908672467}"
front,7,840,wrist_far,elbow_far,75.69198872255345,175.3861875900903,"{""local_rotation"": 10, ""depth"": -0.2857611647705589}"
front,7,840,hand_far,wrist_far,75.96053969245344,182.37676693717816,"{""angle"": -2}"
front,7,840,shoulder_near,thorax,107.68160926194466,136.93160293196257,"{""upper_angle"": -8}"
front,7,840,elbow_near,shoulder_near,111.80408159078951,158.47255578658738,"{""flex"": 30, ""local_rotation"": -30, ""depth"": 3.0618082211214395}"
front,7,840,wrist_near,elbow_near,115.15509112750267,171.0314389914588,"{""local_rotation"": 20, ""depth"": 13.528053301657629}"
front,7,840,hand_near,wrist_near,115.10861411581438,177.68867236948984,"{""angle"": -18}"
down_right,0,0,root,,95.50502525316942,179.5,{}
down_right,0,0,sacrum,root,93.0301515190165,172,{}
down_right,0,0,lumbar,sacrum,94.4443650813896,160,{}
down_right,0,0,thorax,lumbar,94.09081169079633,143,{}
down_right,0,0,waist,lumbar,95.50502525316942,160,{}
down_right,0,0,cervical,thorax,96.57251701876936,137.01934593336438,{}
down_right,0,0,neck,cervical,94.57251701876936,128.01934593336438,{}
down_right,0,0,head,neck,94.57251701876936,128.01934593336438,{}
down_right,0,0,hip_far,root,101.51543289325508,178.41812662478458,"{""phase"": 4, ""inside_pelvis"": true, ""depth"": -6.010407640085654, ""thigh_depth"": -9.905833975760956}"
down_right,0,0,knee_far,hip_far,97.62000655757979,201.60032632068638,"{""depth"": -9.905833975760956, ""flex"": 29.09719828590949, ""sagittal_position"": [98.49103524486266, 204.90966956350778], ""occluded_by"": ""thigh""}"
down_right,0,0,ankle_far,knee_far,84.54487014477795,219.0095771106801,"{""depth"": -22.980970388562795, ""contact"": true, ""foot_angle"": 1.9798989873223332, ""foot_pitch"": 20, ""foot_asset"": ""foot_toe"", ""ground_y"": 233.3634253300587, ""ground_slope"": 0.18, ""lift"": 0, ""sagittal_position"": [80, 225.93540654400974]}"
down_right,0,0,hip_near,root,89.49461761308376,180.58187337521542,"{""phase"": 0, ""inside_pelvis"": true, ""depth"": 6.010407640085654, ""thigh_depth"": 14.19786063398913}"
down_right,0,0,knee_near,hip_near,97.68207060698724,203.09331580109438,"{""depth"": 14.19786063398913, ""flex"": 6.782988592399299, ""sagittal_position"": [115.5788070652705, 202.77941637896538], ""occluded_by"": ""shin""}"
down_right,0,0,ankle_near,knee_near,104.34386001800127,228.12078480369348,"{""depth"": 20.859650045003153, ""contact"": true, ""foot_angle"": -1.3859292911256331, ""foot_pitch"": -14, ""foot_asset"": ""foot_heel"", ""ground_y"": 241.25473700810056, ""ground_slope"": 0.18, ""lift"": 0, ""sagittal_position"": [125, 229.1468418066897]}"
down_right,0,0,shoulder_far,thorax,106.99527816782077,140.27757398398091,"{""upper_angle"": -16, ""depth"": -10.253048327204938}"
down_right,0,0,elbow_far,shoulder_far,114.28313268662356,161.08229841815805,"{""flex"": 40, ""local_rotation"": -40, ""depth"": -8.965080934360426}"
down_right,0,0,wrist_far,elbow_far,126.69752075861005,169.79132117556026,"{""local_rotation"": 23, ""depth"": -1.4480539663353795}"
down_right,0,0,hand_far,wrist_far,129.16374666472308,175.48129802596262,"{""angle"": -23.43351872852218, ""depth"": -1.4480539663353795}"
down_right,0,0,shoulder_near,thorax,85.97699463206398,140.75898566906417,"{""upper_angle"": 16, ""depth"": 8.838834764831843}"
down_right,0,0,elbow_near,shoulder_near,78.86065655149415,162.24977585617307,"{""flex"": 16, ""local_rotation"": -16, ""depth"": 7.379350933754386}"
down_right,0,0,wrist_near,elbow_near,76.88941309138832,179.24977585617307,"{""local_rotation"": 8, ""depth"": 9.350594393860202}"
down_right,0,0,hand_near,wrist_near,76.4230393689872,186.18594392856343,"{""angle"": 3.846660889654818, ""depth"": 9.350594393860202}"
down_right,1,120,root,,95.50502525316942,180,{}
down_right,1,120,sacrum,root,93.0301515190165,172.5,{}
down_right,1,120,lumbar,sacrum,94.4443650813896,160.5,{}
down_right,1,120,thorax,lumbar,94.09081169079633,143.5,{}
down_right,1,120,waist,lumbar,95.50502525316942,160.5,{}
down_right,1,120,cervical,thorax,96.57251701876936,137.51934593336438,{}
down_right,1,120,neck,cervical,94.57251701876936,128.51934593336438,{}
down_right,1,120,head,neck,94.57251701876936,128.51934593336438,{}
down_right,1,120,hip_far,root,101.51543289325508,178.91812662478458,"{""phase"": 5, ""inside_pelvis"": true, ""depth"": -6.010407640085654, ""thigh_depth"": 1.5896410221100519}"
down_right,1,120,knee_far,hip_far,109.11548155545078,202.37156549649325,"{""depth"": 1.5896410221100519, ""flex"": 78.75206665346361, ""sagittal_position"": [114.74809189277266, 203.6744275678318], ""occluded_by"": ""thigh""}"
down_right,1,120,ankle_far,knee_far,93.03015151901651,214.70602687290273,"{""depth"": -14.495689014324224, ""contact"": false, ""foot_angle"": 2.1778888860545664, ""foot_pitch"": 22, ""foot_asset"": ""foot_toe"", ""ground_y"": 234.89077597742164, ""ground_slope"": 0.18, ""lift"": 5.6293014373757835, ""sagittal_position"": [92, 220]}"
down_right,1,120,hip_near,root,89.49461761308376,181.08187337521542,"{""phase"": 1, ""inside_pelvis"": true, ""depth"": 6.010407640085654, ""thigh_depth"": 15.557192409420633}"
down_right,1,120,knee_near,hip_near,99.04140238241874,202.21330874950715,"{""depth"": 15.557192409420633, ""flex"": 38.466957331949864, ""sagittal_position"": [117.50119249785043, 202.2197615004299], ""occluded_by"": ""shin""}"
down_right,1,120,ankle_near,knee_near,96.56568542494924,226.0387845927903,"{""depth"": 13.081475451951128, ""contact"": true, ""foot_angle"": 0, ""foot_pitch"": 0, ""foot_asset"": ""foot"", ""ground_y"": 239.8546655813512, ""ground_slope"": 0.18, ""lift"": 0, ""sagittal_position"": [114, 230]}"
down_right,1,120,shoulder_far,thorax,106.99527816782077,140.77757398398091,"{""upper_angle"": -12, ""depth"": -10.253048327204938}"
down_right,1,120,elbow_far,shoulder_far,113.18742602929069,162.0380734511459,"{""flex"": 42, ""local_rotation"": -42, ""depth"": -9.976502464206138}"
down_right,1,120,wrist_far,elbow_far,125.35799502111632,171.2524192322859,"{""local_rotation"": 21, ""depth"": -2.696983760230495}"
down_right,1,120,hand_far,wrist_far,127.7989167686956,176.95329704191244,"{""angle"": -23.178960287295023, ""depth"": -2.696983760230495}"
down_right,1,120,shoulder_near,thorax,85.97699463206398,141.25898566906417,"{""upper_angle"": 12, ""depth"": 8.838834764831843}"
down_right,1,120,elbow_near,shoulder_near,79.91422064508343,163.03698063418665,"{""flex"": 14, ""local_rotation"": -14, ""depth"": 8.432915027343666}"
down_right,1,120,wrist_near,elbow_near,78.31093963082058,179.99306306125274,"{""local_rotation"": 10, ""depth"": 10.875236848069928}"
down_right,1,120,hand_near,wrist_near,77.81375402993342,186.92709063948345,"{""angle"": 4.101219330881975, ""depth"": 10.875236848069928}"
down_right,2,240,root,,96,176.5,{}
down_right,2,240,sacrum,root,93.52512626584708,169,{}
down_right,2,240,lumbar,sacrum,94.93933982822018,157,{}
down_right,2,240,thorax,lumbar,94.58578643762691,140,{}
down_right,2,240,waist,lumbar,96,157,{}
down_right,2,240,cervical,thorax,97.06749176559994,134.01934593336438,{}
down_right,2,240,neck,cervical,95.06749176559994,125.01934593336438,{}
down_right,2,240,head,neck,95.06749176559994,125.01934593336438,{}
down_right,2,240,hip_far,root,102.01040764008566,175.41812662478458,"{""phase"": 6, ""inside_pelvis"": true, ""depth"": -6.010407640085654, ""thigh_depth"": 7.617082383195675}"
down_right,2,240,knee_far,hip_far,115.63789766336699,192.75386291167072,"{""depth"": 7.617082383195675, ""flex"": 69.35927675915639, ""sagittal_position"": [123.2721812120285, 193.95230733544236], ""occluded_by"": ""shin""}"
down_right,2,240,ankle_far,knee_far,108.37436867076458,213.65909462114675,"{""depth"": 0.35355339059327484, ""contact"": false, ""foot_angle"": -0.5939696961966999, ""foot_pitch"": -6, ""foot_asset"": ""foot_swing"", ""ground_y"": 237.56363961030678, ""ground_slope"": 0.18, ""lift"": 9.543094939242454, ""sagittal_position"": [113, 220]}"
down_right,2,240,hip_near,root,89.98959235991434,177.58187337521542,"{""phase"": 2, ""inside_pelvis"": true, ""depth"": 6.010407640085654, ""thigh_depth"": 7.820206590241931}"
down_right,2,240,knee_near,hip_near,91.79939131007062,200.8102695605806,"{""depth"": 7.820206590241931, ""flex"": 15.020968015589153, ""sagittal_position"": [106.5594422204796, 202.37371746618615], ""occluded_by"": ""thigh""}"
down_right,2,240,ankle_near,knee_near,88.57537879754125,224.68389728935875,"{""depth"": 4.596194077712559, ""contact"": true, ""foot_angle"": 0, ""foot_pitch"": 0, ""foot_asset"": ""foot"", ""ground_y"": 238.32731493398825, ""ground_slope"": 0.18, ""lift"": 0, ""sagittal_position"": [102, 230]}"
down_right,2,240,shoulder_far,thorax,107.49025291465135,137.27757398398091,"{""upper_angle"": -2, ""depth"": -10.253048327204938}"
down_right,2,240,elbow_far,shoulder_far,110.88330514680587,159.22073947783116,"{""flex"": 32, ""local_rotation"": -32, ""depth"": -12.560283045112673}"
down_right,2,240,wrist_far,elbow_far,119.95913395613556,172.7766218433785,"{""local_rotation"": 15, ""depth"": -8.192202657233342}"
down_right,2,240,hand_far,wrist_far,121.41765491279239,179.34701513840668,"{""angle"": -12.51579002700189, ""depth"": -8.192202657233342}"
down_right,2,240,shoulder_near,thorax,86.47196937889456,137.75898566906417,"{""upper_angle"": 3, ""depth"": 8.838834764831843}"
down_right,2,240,elbow_near,shoulder_near,82.82938584384448,159.79396794648912,"{""flex"": 20, ""local_rotation"": -20, ""depth"": 10.853105479274136}"
down_right,2,240,wrist_near,elbow_near,84.12809811131953,175.76998509741102,"{""local_rotation"": 14, ""depth"": 16.583485723040678}"
down_right,2,240,hand_near,wrist_near,84.51455056751149,182.75251559273184,"{""angle"": -3.167838379715733, ""depth"": 16.583485723040678}"
down_right,3,360,root,,96.49497474683058,178,{}
down_right,3,360,sacrum,root,94.02010101267766,170.5,{}
down_right,3,360,lumbar,sacrum,95.43431457505076,158.5,{}
down_right,3,360,thorax,lumbar,95.08076118445749,141.5,{}
down_right,3,360,waist,lumbar,96.49497474683058,158.5,{}
